X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD
-77.022727180619256,38.939978756195465,122,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-14T09:49:06.000Z,,2017-12-29T09:49:00.000Z,2017-11-14T09:49:06.000Z,N,,,OPEN,OPEN,17-00640259,STANDARD,723 SHEPHERD STREET NW,398029.86,141342.66,38.9399713,-77.02272489,WASHINGTON,DC,20011,249695,4
-76.975422209709848,38.938486248550177,123,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-16T08:01:32.000Z,,2018-01-02T17:00:00.000Z,2017-11-16T08:01:32.000Z,N,,,OPEN,OPEN,17-00645079,STANDARD,4000 21ST STREET NE,402131.02,141177.02,38.93847879,-76.97541993,WASHINGTON,DC,20018,28357,5
-76.977089887281252,38.88490037960797,124,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-16T11:11:32.000Z,,2018-01-03T11:11:00.000Z,2017-11-16T11:11:32.000Z,N,,,OPEN,OPEN,17-00645780,STANDARD,310 19TH STREET SE,401987.93,135228.51,38.88489259,-76.97708761,WASHINGTON,DC,20003,316834,7
-76.924142308996679,38.899189961213317,125,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-02T10:10:32.000Z,2017-11-17T16:57:51.000Z,2017-12-14T11:10:00.000Z,2017-11-02T10:10:32.000Z,N,,,CLOSED,CLOSED,17-00619274,STANDARD,5324 GAY STREET NE,406580.46,136817.25,38.8991825,-76.92414005,WASHINGTON,DC,20019,10023,7
-76.934488953136977,38.873861672700656,126,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-10-31T09:49:54.000Z,2017-11-02T08:02:56.000Z,2017-12-15T10:49:00.000Z,2017-10-31T09:49:54.000Z,N,,,CLOSED,CLOSED,17-00612810,STANDARD,4504 BOWEN ROAD SE,405684.96,134004.92,38.87385422,-76.93448669,WASHINGTON,DC,20019,20700,7
-77.031797659659134,38.931890969633223,127,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-02T19:29:15.000Z,2017-11-11T07:13:20.000Z,2017-12-19T17:00:00.000Z,2017-11-02T19:29:15.000Z,N,,,CLOSED,CLOSED,17-00620749,STANDARD,1363 MONROE STREET NW,397243.18,140445.08,38.93188351,-77.03179536,WASHINGTON,DC,20010,230844,1
-77.033079775107495,38.903746009550495,128,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-02T19:50:25.000Z,2017-11-14T07:12:47.000Z,2017-12-14T17:00:00.000Z,2017-11-02T19:50:25.000Z,N,,,CLOSED,CLOSED,17-00620779,STANDARD,,397130.88188329,137320.79401286,38.9037385551978,-77.0330774811955,,,20005,905538,2
-77.032755276304869,38.907544886756035,129,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-02T21:00:34.000Z,,2017-12-14T18:00:00.000Z,2017-11-02T21:00:34.000Z,N,,,OPEN,OPEN,17-00620789,STANDARD,1417 N STREET NW,397159.18,137742.49,38.90753743,-77.03275298,WASHINGTON,DC,20005,218263,2
-77.015358215860843,38.967063500881231,130,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T06:31:44.000Z,2017-11-11T07:23:02.000Z,2017-12-19T17:00:00.000Z,2017-11-03T06:31:44.000Z,N,,,CLOSED,CLOSED,17-00620875,STANDARD,240 TUCKERMAN STREET NW,398669.22,144349.18,38.96705603,-77.01535592,WASHINGTON,DC,20011,245033,4
-77.030122294910683,38.929908954759725,131,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T06:39:53.000Z,2017-11-14T08:07:47.000Z,2017-12-14T17:00:00.000Z,2017-11-03T06:39:53.000Z,N,,,CLOSED,CLOSED,17-00620887,STANDARD,1305 KENYON STREET NW,397388.37,140225.01,38.9299015,-77.03012,WASHINGTON,DC,20010,231105,1
-76.935362438643921,38.891709131038162,132,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-10-30T09:29:39.000Z,2017-11-02T07:48:02.000Z,2017-12-14T10:29:00.000Z,2017-10-30T09:29:39.000Z,N,,,CLOSED,CLOSED,17-00610318,STANDARD,4633 BLAINE STREET NE,405607.76,135986.07,38.89170168,-76.93536018,WASHINGTON,DC,20019,18763,7
-76.923511238975991,38.88899783694746,133,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-10-31T14:54:42.000Z,2017-11-02T07:53:08.000Z,2017-12-15T15:54:00.000Z,2017-10-31T14:54:42.000Z,N,,,CLOSED,CLOSED,17-00614101,STANDARD,22 54TH STREET SE,406636.15,135685.89,38.88899038,-76.92350898,WASHINGTON,DC,20019,50861,7
-77.024505445373634,38.927129491252508,134,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-11T20:49:56.000Z,,2017-12-27T17:00:00.000Z,2017-11-11T20:49:56.000Z,N,,,OPEN,OPEN,17-00636704,STANDARD,741 HARVARD STREET NW,397875.31,139916.32,38.92712203,-77.02450315,WASHINGTON,DC,20001,232622,1
-77.028430896824048,38.961525482531393,135,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-11T22:09:13.000Z,,2017-12-21T17:00:00.000Z,2017-11-11T22:09:13.000Z,N,,,OPEN,OPEN,17-00636720,STANDARD,5900 GEORGIA AVENUE NW,397536.12,143734.68,38.96151802,-77.0284286,WASHINGTON,DC,20011,253189,4
-76.99520779673523,38.946735732472128,136,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-10-30T09:28:27.000Z,2017-10-30T11:12:51.000Z,2017-12-14T10:28:00.000Z,2017-10-30T09:28:27.000Z,N,,,CLOSED,CLOSED,17-00610313,STANDARD,4712 8TH STREET NE,400415.62,142092.51,38.94672827,-76.99520551,WASHINGTON,DC,20017,18007,5
-77.031725308121111,38.913922447499438,137,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T09:53:49.000Z,2017-11-14T07:22:58.000Z,2017-12-15T10:53:00.000Z,2017-11-03T09:53:49.000Z,N,,,CLOSED,CLOSED,17-00621442,STANDARD,1354 S STREET NW,397248.76,138450.42,38.91391499,-77.03172301,WASHINGTON,DC,20009,238134,2
-77.003556768853244,38.904141015330808,138,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T10:33:15.000Z,,2017-12-15T11:33:00.000Z,2017-11-03T10:33:15.000Z,N,,,OPEN,OPEN,17-00621371,STANDARD,,399691.68818967,137364.12892491,38.9041335597976,-77.0035544839729,,,20002,,6
-77.03167821896109,38.928876911444476,139,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-01T14:50:29.000Z,2017-11-11T07:18:14.000Z,2017-12-18T15:50:00.000Z,2017-11-01T14:50:29.000Z,N,,,CLOSED,CLOSED,17-00617101,STANDARD,1361 IRVING STREET NW,397253.42,140110.49,38.92886945,-77.03167592,WASHINGTON,DC,20010,226595,1
-77.02712773609268,38.945955177645352,140,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-01T14:50:56.000Z,2017-11-14T07:17:42.000Z,2017-12-18T15:50:00.000Z,2017-11-01T14:50:56.000Z,N,,,CLOSED,CLOSED,17-00617102,STANDARD,1108 BUCHANAN STREET NW,397648.55,142006.2,38.94594772,-77.02712544,WASHINGTON,DC,20011,252732,4
-76.98376573222771,38.909165709850342,141,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-01T15:05:02.000Z,2017-11-09T10:27:51.000Z,2017-12-18T16:05:00.000Z,2017-11-01T15:05:02.000Z,N,,,CLOSED,CLOSED,17-00617133,STANDARD,1250 SIMMS PLACE NE,401408.24,137922.03,38.90915825,-76.98376345,WASHINGTON,DC,20002,69642,5
-76.977856211901994,38.903173105290236,142,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-13T16:22:42.000Z,,2017-12-28T16:22:00.000Z,2017-11-13T16:22:42.000Z,N,,,OPEN,OPEN,17-00639275,STANDARD,1023 18TH STREET NE,401920.95,137256.91,38.90316565,-76.97785393,WASHINGTON,DC,20002,75198,5
-76.997880010959221,38.905470242435264,143,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-13T16:23:41.000Z,,2017-12-28T16:23:00.000Z,2017-11-13T16:23:41.000Z,N,,,OPEN,OPEN,17-00639282,STANDARD,615 M STREET NE,400184.08,137511.68,38.90546279,-76.99787773,WASHINGTON,DC,20002,4173,6
-76.983390417313743,38.902831255137052,144,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-09T07:50:03.000Z,2017-11-16T09:48:11.000Z,2017-12-26T17:00:00.000Z,2017-11-09T07:50:03.000Z,N,,,CLOSED,CLOSED,17-00632465,STANDARD,1315 HOLBROOK STREET NE,401440.92,137218.86,38.9028238,-76.98338814,WASHINGTON,DC,20002,68109,5
-77.000045248932764,38.847574555071645,145,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-09T07:50:51.000Z,,2017-12-26T17:00:00.000Z,2017-11-09T07:50:51.000Z,N,,,OPEN,OPEN,17-00632466,STANDARD,460 MELLON STREET SE,399996.27,131084.82,38.84756711,-77.00004297,WASHINGTON,DC,20032,19473,8
-76.922059202425586,38.883665354301378,146,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-06T12:04:13.000Z,2017-11-20T09:07:57.000Z,2017-12-18T12:04:00.000Z,2017-11-06T12:04:13.000Z,N,,,CLOSED,CLOSED,17-00625350,STANDARD,5516 CALL PLACE SE,406762.63,135094.05,38.8836579,-76.92205694,WASHINGTON,DC,20019,8138,7
-77.001817931444009,38.920913422732454,147,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-06T16:32:32.000Z,2017-11-17T11:28:10.000Z,2017-12-21T16:32:00.000Z,2017-11-06T16:32:32.000Z,N,,,CLOSED,CLOSED,17-00626638,STANDARD,2327 3RD STREET NE,399842.55,139226,38.92090596,-77.00181565,WASHINGTON,DC,20002,48371,5
-77.098634016669507,38.948809093461321,148,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-06T08:32:10.000Z,,2017-12-15T17:00:00.000Z,2017-11-06T08:32:10.000Z,N,,,OPEN,OPEN,17-00624223,STANDARD,4900 - 4999 BLOCK OF BUTTERWORTH PLACE NW,391450.16,142327.28,38.9488012991766,-77.098631699431,WASHINGTON,DC,20016,809176,3
-76.961048035443199,38.876801551371351,149,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-06T18:12:19.000Z,,2017-12-21T17:00:00.000Z,2017-11-06T18:12:19.000Z,N,,,OPEN,OPEN,17-00626785,STANDARD,1114 BRANCH AVENUE SE,403380.14,134329.95,38.8767941,-76.96104577,WASHINGTON,DC,20019,74012,7
-76.979012279978704,38.870752695277851,150,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-08T07:33:06.000Z,,2017-12-19T17:00:00.000Z,2017-11-08T07:33:06.000Z,N,,,OPEN,OPEN,17-00630134,STANDARD,,401821.49999964,133657.97000947,38.8707452455689,-76.9790100046625,,,20020,906835,8
-76.984027884568462,38.912915468520801,151,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-08T07:33:45.000Z,2017-11-17T11:23:08.000Z,2017-12-22T17:00:00.000Z,2017-11-08T07:33:45.000Z,N,,,CLOSED,CLOSED,17-00630135,STANDARD,1944 CAPITOL AVENUE NE,401385.43,138338.28,38.91290801,-76.98402561,WASHINGTON,DC,20002,53323,5
-76.934429252337978,38.903467952384773,152,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-08T14:00:14.000Z,,2017-12-26T14:00:00.000Z,2017-11-08T14:00:14.000Z,N,,,OPEN,OPEN,17-00631517,STANDARD,4705 KANE PLACE NE,405687.78,137291.45,38.9034605,-76.93442699,WASHINGTON,DC,20019,18296,7
-76.918011494833451,38.896945618743509,153,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-08T14:03:22.000Z,2017-11-20T09:03:08.000Z,2017-12-20T14:03:00.000Z,2017-11-08T14:03:22.000Z,N,,,CLOSED,CLOSED,17-00631530,STANDARD,5721 FOOTE STREET NE,407112.5,136568.57,38.89693816,-76.91800924,WASHINGTON,DC,20019,6879,7
-76.935462572818125,38.903470329420259,154,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-08T14:04:23.000Z,,2017-12-26T14:04:00.000Z,2017-11-08T14:04:23.000Z,N,,,OPEN,OPEN,17-00631531,STANDARD,4607 KANE PLACE NE,405598.15,137291.65,38.90346287,-76.93546031,WASHINGTON,DC,20019,19433,7
-77.039067880336546,38.912419703943272,155,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-10-31T07:41:31.000Z,2017-11-02T06:57:49.000Z,2017-12-11T18:00:00.000Z,2017-10-31T07:41:31.000Z,N,,,CLOSED,CLOSED,17-00612440,STANDARD,1710 R STREET NW,396611.89,138283.85,38.91241225,-77.03906558,WASHINGTON,DC,20009,241662,2
-77.028859391476715,38.910158424614458,156,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-10-31T07:42:37.000Z,2017-11-02T07:22:53.000Z,2017-12-11T18:00:00.000Z,2017-10-31T07:42:37.000Z,N,,,CLOSED,CLOSED,17-00612443,STANDARD,1215 RHODE ISLAND AVENUE NW,397497.18,138032.5,38.91015097,-77.0288571,WASHINGTON,DC,20005,225348,2
-77.028986923936444,38.919550484643189,157,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-01T13:21:04.000Z,2017-11-02T13:28:13.000Z,2017-12-13T14:21:00.000Z,2017-11-01T13:21:04.000Z,N,,,CLOSED,CLOSED,17-00616439,STANDARD,2206 12TH PLACE NW,397486.45,139075.1,38.91954303,-77.02898463,WASHINGTON,DC,20009,240711,1
-76.988682989833904,38.900659972605894,158,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T08:16:45.000Z,2017-11-03T10:53:08.000Z,2017-12-19T18:00:00.000Z,2017-11-03T08:16:45.000Z,N,,,CLOSED,CLOSED,17-00620923,STANDARD,1255 WYLIE STREET NE,400981.87,136977.76,38.90065252,-76.98868071,WASHINGTON,DC,20002,69530,6
-77.077820175226975,38.926972466757029,159,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-09T16:47:27.000Z,2017-11-16T09:08:06.000Z,2017-12-27T16:47:00.000Z,2017-11-09T16:47:27.000Z,N,,,CLOSED,CLOSED,17-00634579,STANDARD,3911 WATSON PLACE NW,393252.33,139901.48,38.92696501,-77.07781787,WASHINGTON,DC,20016,263256,3
-76.944661224230842,38.898158674411803,160,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-13T16:14:46.000Z,,2017-12-28T16:14:00.000Z,2017-11-13T16:14:46.000Z,N,,,OPEN,OPEN,17-00639248,STANDARD,4047 GRANT STREET NE,404800.62,136701.49,38.89815122,-76.94465896,WASHINGTON,DC,20019,27287,7
-76.983923861680552,38.846493966814045,161,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-13T14:10:38.000Z,,2017-12-28T14:10:00.000Z,2017-11-13T14:10:38.000Z,N,,,OPEN,OPEN,17-00638664,STANDARD,1417 CONGRESS PLACE SE,401395.75,130964.99,38.84648652,-76.98392159,WASHINGTON,DC,20020,64449,8
-77.012332362267614,38.951234544535041,162,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-07T08:22:44.000Z,2017-11-17T14:38:05.000Z,2017-12-18T17:00:00.000Z,2017-11-07T08:22:44.000Z,N,,,CLOSED,CLOSED,17-00627068,STANDARD,5008 1ST STREET NW,398931.21,142591.98,38.95122708,-77.01233007,WASHINGTON,DC,20011,243580,4
-76.980511181221075,38.869327734772597,163,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-02T10:58:24.000Z,2017-11-11T07:42:56.000Z,2017-12-19T11:58:00.000Z,2017-11-02T10:58:24.000Z,N,,,CLOSED,CLOSED,17-00619435,STANDARD,1700 17TH STREET SE,401691.46,133499.76,38.86932029,-76.98050891,WASHINGTON,DC,20020,150114,8
-77.042737930361213,38.916052382692754,164,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-10-30T18:00:05.000Z,2017-11-02T07:07:48.000Z,2017-12-11T18:00:00.000Z,2017-10-30T18:00:05.000Z,N,,,CLOSED,CLOSED,17-00612174,STANDARD,1826 FLORIDA AVENUE NW,396293.78,138687.25,38.91604493,-77.04273563,WASHINGTON,DC,20009,241094,2
-77.029354084614013,38.919556068230527,165,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-01T13:10:08.000Z,2017-11-02T13:23:23.000Z,2017-12-13T14:10:00.000Z,2017-11-01T13:10:08.000Z,N,,,CLOSED,CLOSED,17-00616400,STANDARD,2207 13TH STREET NW,397454.61,139075.73,38.91954861,-77.02935179,WASHINGTON,DC,20009,240681,1
-77.009975322586783,38.907399334070007,166,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T08:19:07.000Z,,2017-12-14T18:00:00.000Z,2017-11-03T08:19:07.000Z,N,,,OPEN,OPEN,17-00620926,STANDARD,11 N STREET NW,399134.99,137725.87,38.90739188,-77.00997304,WASHINGTON,DC,20001,236946,5
-76.978099685329269,38.88556485153893,167,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-10-31T15:12:50.000Z,2017-11-03T08:33:09.000Z,2017-12-15T16:12:00.000Z,2017-10-31T15:12:50.000Z,N,,,CLOSED,CLOSED,17-00614206,STANDARD,1826 C STREET SE,401900.3,135302.25,38.8855574,-76.97809741,WASHINGTON,DC,20003,55204,6
-76.985268554793393,38.891084238350224,168,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-10T15:22:18.000Z,2017-11-20T08:52:52.000Z,2017-12-21T17:00:00.000Z,2017-11-10T15:22:18.000Z,N,,,CLOSED,CLOSED,17-00635842,STANDARD,101 14TH STREET NE,401278.22,135914.82,38.89107679,-76.98526628,WASHINGTON,DC,20002,75941,6
-77.024305463855939,38.913239412733624,169,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-07T08:23:43.000Z,2017-11-20T08:58:03.000Z,2017-12-18T17:00:00.000Z,2017-11-07T08:23:43.000Z,N,,,CLOSED,CLOSED,17-00627073,STANDARD,1708 9TH STREET NW,397892.24,138374.4,38.91323196,-77.02430317,WASHINGTON,DC,20001,309021,6
-76.958800537566688,38.887381043730066,170,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-16T11:51:12.000Z,,2018-01-03T11:51:00.000Z,2017-11-16T11:51:12.000Z,N,,,OPEN,OPEN,17-00645937,STANDARD,3301 B STREET SE,403574.63,135504.44,38.88737359,-76.95879827,WASHINGTON,DC,20019,37185,7
-76.994731940317592,38.903099324515708,171,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-16T11:52:14.000Z,,2017-12-28T11:52:00.000Z,2017-11-16T11:52:14.000Z,N,,,OPEN,OPEN,17-00645942,STANDARD,1003 8TH STREET NE,400457.15,137248.5,38.90309187,-76.99472966,WASHINGTON,DC,20002,76244,6
-77.025717421133464,38.923339070654073,172,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-10-31T07:01:09.000Z,2017-11-02T06:52:46.000Z,2017-12-11T18:00:00.000Z,2017-10-31T07:01:09.000Z,N,,,CLOSED,CLOSED,17-00612409,STANDARD,2568 SHERMAN AVENUE NW,397770.1,139495.58,38.92333161,-77.02571513,WASHINGTON,DC,20001,233077,1
-77.024567172248069,38.923527682157825,173,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-10-30T15:28:42.000Z,2017-11-02T07:17:46.000Z,2017-12-11T16:28:00.000Z,2017-10-30T15:28:42.000Z,N,,,CLOSED,CLOSED,17-00611756,STANDARD,2534 9TH STREET NW,397869.85,139516.49,38.92352022,-77.02456488,WASHINGTON,DC,20001,232308,1
-76.935017350592446,38.905221847454115,174,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-02T07:43:21.000Z,2017-11-02T12:12:54.000Z,2017-12-18T18:00:00.000Z,2017-11-02T07:43:21.000Z,N,,,CLOSED,CLOSED,17-00618492,STANDARD,1120 47TH PLACE NE,405636.63,137486.11,38.90521439,-76.93501509,WASHINGTON,DC,20019,73651,7
-77.012162551224819,38.906276475890678,175,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-10-30T18:19:26.000Z,2017-11-03T08:53:09.000Z,2017-12-11T18:00:00.000Z,2017-10-30T18:19:26.000Z,N,,,CLOSED,CLOSED,17-00612205,STANDARD,,398945.26444497,137601.24662113,38.9062690202475,-77.0121602635742,,,20001,906492,NULL
-76.964770143704584,38.872016479663102,176,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T07:58:33.000Z,2017-11-13T15:03:03.000Z,2017-12-14T17:00:00.000Z,2017-11-03T07:58:33.000Z,N,,,CLOSED,CLOSED,17-00621004,STANDARD,,403057.37001679,133798.6399936,38.8720090291693,-76.9647678726802,,,20020,904620,7
-76.97832981076678,38.888373167255409,177,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T08:05:57.000Z,2017-11-17T16:57:57.000Z,2017-12-15T09:05:00.000Z,2017-11-03T08:05:57.000Z,N,,,CLOSED,CLOSED,17-00621025,STANDARD,1815 A STREET SE,401880.26,135613.99,38.88836571,-76.97832753,WASHINGTON,DC,20003,55512,6
-77.012449774102862,38.912760592638769,178,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T12:55:57.000Z,2017-11-11T07:52:57.000Z,2017-12-20T13:55:00.000Z,2017-11-03T12:55:57.000Z,N,,,CLOSED,CLOSED,17-00622074,STANDARD,105 R STREET NW,398920.45,138321.04,38.91275314,-77.01244749,WASHINGTON,DC,20001,305794,5
-77.009763697405901,38.915375698101506,179,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T12:57:20.000Z,2017-11-11T07:52:59.000Z,2017-12-20T13:57:00.000Z,2017-11-03T12:57:20.000Z,N,,,CLOSED,CLOSED,17-00622083,STANDARD,16 T STREET NW,399153.44,138611.31,38.91536824,-77.00976141,WASHINGTON,DC,20001,227239,5
-77.01011401920934,38.913888932450973,180,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T12:58:46.000Z,2017-11-17T11:33:39.000Z,2017-12-20T13:58:00.000Z,2017-11-03T12:58:46.000Z,N,,,CLOSED,CLOSED,17-00622091,STANDARD,28 S STREET NW,399123.04,138446.27,38.91388148,-77.01011173,WASHINGTON,DC,20001,227058,5
-77.001905059398226,38.845710512586031,181,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-06T14:39:35.000Z,,2017-12-21T14:39:00.000Z,2017-11-06T14:39:35.000Z,N,,,OPEN,OPEN,17-00626196,STANDARD,467 ORANGE STREET SE,399834.82,130877.9,38.84570307,-77.00190278,WASHINGTON,DC,20032,18316,8
-77.030555765130941,38.932737541309557,182,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-06T15:36:11.000Z,2017-11-13T13:58:16.000Z,2017-12-21T15:36:00.000Z,2017-11-06T15:36:11.000Z,N,,,CLOSED,CLOSED,17-00626457,STANDARD,3425 HOLMEAD PLACE NW,397350.89,140539.02,38.93273008,-77.03055347,WASHINGTON,DC,20010,230704,1
-76.979608735174608,38.904228032352293,183,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-06T15:36:36.000Z,2017-11-17T11:27:59.000Z,2017-12-21T15:36:00.000Z,2017-11-06T15:36:36.000Z,N,,,CLOSED,CLOSED,17-00626458,STANDARD,1631 LANG PLACE NE,401768.91,137373.98,38.90422058,-76.97960646,WASHINGTON,DC,20002,59059,5
-77.005888911030269,38.915176242899861,184,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-01T13:35:00.000Z,2017-11-02T12:27:52.000Z,2017-12-18T14:35:00.000Z,2017-11-01T13:35:00.000Z,N,,,CLOSED,CLOSED,17-00616490,STANDARD,101 T STREET NE,399489.48,138589.14,38.91516879,-77.00588662,WASHINGTON,DC,20002,285757,5
-76.931928255508495,38.876713979798332,185,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T15:41:26.000Z,,2017-12-20T16:41:00.000Z,2017-11-03T15:41:26.000Z,N,,,OPEN,OPEN,17-00622429,STANDARD,4654 HILLSIDE ROAD SE,405906.93,134321.71,38.87670653,-76.93192599,WASHINGTON,DC,20019,18503,7
-77.080310639132946,38.950734494327264,186,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-07T10:03:25.000Z,,2017-12-19T10:03:00.000Z,2017-11-07T10:03:25.000Z,N,,,OPEN,OPEN,17-00627459,STANDARD,,393038.69999149,142539.46000171,38.9507270322686,-77.0803083278573,,,20016,908245,3
-77.030240677270058,38.914263716689902,187,S0391,Street Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T10:13:19.000Z,2017-11-14T07:57:59.000Z,2017-12-15T11:13:00.000Z,2017-11-03T10:13:19.000Z,N,,,CLOSED,CLOSED,17-00621517,STANDARD,1311 S STREET NW,397377.53,138488.26,38.91425626,-77.03023838,WASHINGTON,DC,20009,240481,1
-76.979555817649498,38.904227933021666,188,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T10:26:15.000Z,2017-11-11T07:58:01.000Z,2017-12-20T11:26:00.000Z,2017-11-03T10:26:15.000Z,N,,,CLOSED,CLOSED,17-00621566,STANDARD,1633 LANG PLACE NE,401773.5,137373.97,38.90422048,-76.97955354,WASHINGTON,DC,20002,58898,5
-77.023665463136439,38.953690166094027,189,S0011,Alley Cleaning,SWMA- Solid Waste Management Admistration,DPW,1,2017-11-03T09:16:56.000Z,2017-11-03T13:12:55.000Z,2017-12-20T10:16:00.000Z,2017-11-03T09:16:56.000Z,N,,,CLOSED,CLOSED,17-00621068,STANDARD,5233 8TH STREET NW,397948.91,142864.77,38.9536827,-77.02366317,WASHINGTON,DC,20011,250176,4
